,accident_id,icao,iata,name,state,country,country_code,lat,lon
347,ACC321,xxxx,xxx,Manila,,Philippines,PH,14.60487,120.98627
351,ACC325,xxxx,xxx,Bagdarin,,Russia,RU,54.34982743502152,114.11720035603925
353,ACC327,xxxx,GAM,Gambell Airport,AK,United States,US,63.76661495663506,-171.72926278195308
355,ACC329,xxxx,xxx,Mota,,Ethiopia,ET,11.58603,37.35378
357,ACC331,xxxx,YER,Fort Severn Airport,ON,Canada,CA,56.018901825,-87.6761016846
359,ACC333,xxxx,xxx,Kluatantan region,BC,Canada,CA,45.42178,-75.69117
361,ACC335,xxxx,NVR,Novgorod Airport,,Russia,RU,58.52339,31.27008
362,ACC336,xxxx,CNS,Cairns Airport,QLD,Australia,AU,-16.85881975982244,145.755004883
365,ACC339,xxxx,HRK,Kharkov Airport,,Ukraine,UA,49.924558433472576,36.11009528602255
367,ACC341,xxxx,xxx,Al Qaysumah,,Saudi Arabia,SA,28.537757669530393,45.80464338901134
368,ACC342,xxxx,CZM,Cozumel Airport,,Mexico,MX,20.747230303779677,-86.9255981445
369,ACC343,xxxx,FRU,Frunze Airport,,Kyrgyzstan,KG,43.0612983704,74.4776000977
371,ACC345,xxxx,YZF,Yellowknife Airport,NT,Canada,CA,62.4627990723,-114.4400024414
375,ACC349,xxxx,ASB,Ashgabat Airport,,Turkmenistan,TM,38.32305720483962,58.919075811255766
376,ACC350,xxxx,KTN,Ketchikan International Airport,AK,United States,US,55.3540833333333,-131.711222222222
377,ACC351,xxxx,xxx,Cutral-Có ,NE,Argentina,AR,-38.62254743792843,-69.2291
380,ACC354,xxxx,BKI,Kota Kinabalu Airport,,Malaysia,MY,5.9181322608839,116.03008333588963
381,ACC355,xxxx,xxx,Nizhneangarsk Airport,,Russia,RU,53.188335797664905,34.15550676554571
382,ACC356,xxxx,xxx,Kazan,,Russia,RU,55.8003,49.10827
383,ACC357,xxxx,xxx,Dutch Harbor,AK,United States,US,53.8873,-166.54135
384,ACC358,xxxx,AVV,Avalon Airport,VIC,Australia,AU,-38.0393981934,144.468994141
388,ACC362,xxxx,xxx,Abitibi Canyon,"Cochrane District, ON",Canada,CA,49.87652,-81.57315
390,ACC364,xxxx,xxx,Pontevedra,,Spain,ES,42.61232432118375,-8.65237
391,ACC365,xxxx,xxx,Anapa,,Russia,RU,44.597541005810065,37.32266
392,ACC366,xxxx,xxx,Anapa,,Russia,RU,44.597541005810065,37.32266
393,ACC367,xxxx,xxx,Vrbovec,,Croatia,HR,45.88381,16.41669
395,ACC369,xxxx,xxx,Mosher Creek,BC,Canada,CA,50.70938,-120.62942
397,ACC371,xxxx,xxx,Kazakovskoye,,Ukraine,UA,48.02663,35.48444
398,ACC372,xxxx,TRU,Trujillo Airport,,Peru,PE,-7.838593574401943,-79.1088027954
400,ACC374,xxxx,YXT,Terrace Airport,BC,Canada,CA,54.441518581822436,-128.5760040283
402,ACC376,xxxx,SJJ,Sarajevo Airport,,Bosnia and Herzegovina,BA,43.82399055203407,18.08265531133172
404,ACC378,xxxx,ANC,Anchorage International Airport,AK,United States,US,61.1740847222222,-149.9981375
405,ACC379,xxxx,MRV,Mineralnye Vody Airport,,Russia,RU,44.20711503878163,43.0819015503
406,ACC380,xxxx,YZG,Salluit Airport,QC,Canada,CA,62.1794013977,-75.6671981812
407,ACC381,xxxx,ADE,Aden International Airport,,Yemen,YE,12.8295001984,45.0288009644
408,ACC382,xxxx,xxx,Forish,,Uzbekistan,UZ,41.43360859271026,69.24134
409,ACC383,xxxx,MPW,Zhdanov Airport,,Ukraine,UA,47.066559796156774,37.46131045374568
411,ACC385,xxxx,RDG,Reading Municipal Airport/Spaatz Field,PA,United States,US,40.28856645051924,-75.9652472222222
412,ACC386,xxxx,xxx,Ruddock,LA,United States,US,30.20541,-90.42441
414,ACC388,xxxx,xxx,Ayanka Airstrip,,Russia,RU,55.96919747547918,37.933731937181115
415,ACC389,xxxx,xxx,Aramoun,,Lebanon,LB,33.76592,35.5137
416,ACC390,xxxx,xxx,Korinth,,Greece,GR,37.97614,23.7364
419,ACC393,xxxx,SUI,Sukhumi Airport,,Georgia,GE,42.85819941829544,41.116171835307284
420,ACC394,xxxx,xxx,Vitim Airport,,Russia,RU,43.452214299644965,39.93331334930375
421,ACC395,xxxx,xxx,Tubo Milkie,,Ethiopia,ET,10.19521,38.13907
422,ACC396,xxxx,RBY,Ruby Airport,AK,United States,US,64.7272222222222,-155.469888888889
423,ACC397,xxxx,xxx,Bettles,AK,United States,US,66.91766,-151.5219
425,ACC399,xxxx,xxx,Mt Iliamna,AK,United States,US,59.76307,-154.90422
426,ACC400,xxxx,xxx,Mt. Loi Hsam Hsao,,Myanmar,MM,21.83746,97.58289
427,ACC401,xxxx,YAK,Yakutat Airport,AK,United States,US,59.52875039464337,-139.66855479146147
429,ACC403,xxxx,ROV,Rostov Airport,,Russia,RU,47.50083333,39.93361111
430,ACC404,xxxx,MGQ,Mogadishu International Airport,,Somalia,SO,2.0144400597,45.3046989441
431,ACC405,xxxx,MNL,Manila International Airport,,Philippines,PH,14.508600235,121.019996643
432,ACC406,xxxx,SZT,San Cristóbal de las Casas Airport,,Mexico,MX,16.6902999878,-92.5300979614
433,ACC407,xxxx,xxx,Alaska,,United States,US,58.29973,-134.40679
434,ACC408,xxxx,xxx,Tanjong Kupang,,Malaysia,MY,5.63805,100.84354
435,ACC409,xxxx,xxx,Kaysville,UT,United States,US,41.03483464273495,-111.91717929312189
436,ACC410,xxxx,YSR,Nanisivik Airport,NU,Canada,CA,73.03549917694342,-84.53447256221537
439,ACC413,xxxx,PUB,Pueblo Memorial Airport,CO,United States,US,38.2899475,-104.498028055556
440,ACC414,xxxx,xxx,Toksook Bay,AK,United States,US,60.53151,-165.10691
442,ACC416,xxxx,SVI,San Vicente Airport,,Colombia,CO,2.3047821173094167,-74.91347971037203
444,ACC418,xxxx,RLD,Richland Airport,WA,United States,US,46.31013605247399,-119.304189444444
445,ACC419,xxxx,YXC,Cranbrook Airport,BC,Canada,CA,49.6108016968,-115.7819976807
448,ACC422,xxxx,KAN,Kano International Airport,,Nigeria,NG,12.034881163230626,8.511784728520361
449,ACC423,xxxx,LAX,Los Angeles International Airport,CA,United States,US,33.9424963888889,-118.408048611111
456,ACC430,xxxx,xxx,Flatwoods,LA,United States,US,31.40251,-92.86857
457,ACC431,xxxx,xxx,Escambia Bay,FL,United States,US,30.42388,-87.17965
459,ACC433,xxxx,MEM,Memphis International Airport,TN,United States,US,35.0423935695883,-90.00474322294147
461,ACC435,xxxx,YYZ,Toronto-Pearson International Airport,ON,Canada,CA,43.6772003174,-79.6305999756
463,ACC437,xxxx,xxx,over Simara Island,,Philippines,PH,13.39342,123.77322
464,ACC438,xxxx,PPU,Papun Airport,,Myanmar,MM,18.0666999817,97.449798584
465,ACC439,xxxx,xxx,Whamira Hills,,Zimbabwe,ZW,-17.79285,30.99135
466,ACC440,xxxx,xxx,Yablunivka,"Priluki district, Chernigov region",Ukraine,UA,50.4186635048915,32.191228037101304
468,ACC442,xxxx,SAN,San Diego International Airport,CA,United States,US,32.769166977436335,-117.16943618245422
470,ACC444,xxxx,xxx,Emelyanovka,,Ukraine,UA,45.38091371180466,35.07679537941592
472,ACC446,xxxx,xxx,Alexandria,,Egypt,EG,31.372377889065373,29.91253
475,ACC449,xxxx,ANC,Anchorage International Airport,AK,United States,US,61.1740847222222,-149.9981375
476,ACC450,xxxx,CYX,Cherskiy Airport,,Russia,RU,68.7406005859,161.3379974365
477,ACC451,xxxx,xxx,Karachi,,Pakistan,PK,24.94778,67.0408
478,ACC452,xxxx,SKD,Samarkand Airport,,Uzbekistan,UZ,39.70049977927491,66.96533225173089
479,ACC453,xxxx,xxx,Turks & Caicos,,Turks and Caicos Islands,TC,21.46914,-71.14584
480,ACC454,xxxx,xxx,Molodezhnaya,,Antarctica,AQ,-80.41318,20.67103
482,ACC456,xxxx,EGO,Belgorod Airport,,Russia,RU,50.6437988281,36.5900993347
484,ACC458,xxxx,RDZ,Rodez Airport,,France,FR,44.297147918273474,2.5641864588491066
485,ACC459,xxxx,xxx,Kariba,,Zimbabwe,ZW,-16.52516,28.80201
487,ACC461,xxxx,AKL,Auckland International Airport,,New Zealand,NZ,-37.0080980702903,174.78519796539726
488,ACC462,xxxx,LAX,Los Angeles International Airport,CA,United States,US,33.964750552197984,-118.42043150889347
491,ACC465,xxxx,LPX,Liepaya Airport,,Latvia,LV,56.527039376418124,21.10442090046194
492,ACC466,xxxx,BKT,Baykit,,Russia,RU,37.074765792100074,-77.94892482187149
497,ACC471,xxxx,FLL,Fort Lauderdale International Airport,FL,United States,US,26.0716666666667,-80.1496944444444
499,ACC473,xxxx,xxx,Honolulu,HI,United States,US,21.30493,-157.85788
501,ACC475,xxxx,BEY,Beirut International Airport,,Lebanon,LB,33.8208999634,35.4883995056
502,ACC476,xxxx,CAK,Akron/Canton Regional Airport,OH,United States,US,40.9150555555556,-81.4436388888889
503,ACC477,xxxx,xxx,Kurilovka,,Ukraine,UA,48.55473802900988,34.630147314078314
505,ACC479,xxxx,xxx,Yeniseisk,,Russia,RU,58.51482942167105,92.70039850790688
507,ACC481,xxxx,YFB,Frobisher Bay Airport,NU,Canada,CA,63.75640083294239,-68.55493445732169
511,ACC485,xxxx,xxx,Blink Horn Point,BC,Canada,CA,48.42855,-123.36446
512,ACC486,xxxx,BTT,Bettles Airport,AK,United States,US,66.9139444444445,-151.529055555556
515,ACC489,xxxx,xxx,Big Trout Lake,ON,Canada,CA,53.82423,-89.87984
517,ACC491,xxxx,xxx,Huabango,,Papua New Guinea,PG,-9.45508,147.20381
518,ACC492,xxxx,VGD,Vologda Airport,,Russia,RU,59.2825012207,39.9444007874
519,ACC493,xxxx,xxx,Puerto Williams,Navarino Island,Chile,CL,-54.93578150583678,-68.14664798749443
522,ACC496,xxxx,xxx,Taif,,Saudi Arabia,SA,21.72628437084099,40.42502000000001
523,ACC497,xxxx,xxx,Mount Erebus,,Antarctica,AQ,-80.41318,20.67103
525,ACC499,xxxx,xxx,Nome,AK,United States,US,64.49947,-165.40583
526,ACC500,xxxx,xxx,Puerto Esperanza,,Peru,PE,-12.03281,-77.05913
527,ACC501,xxxx,NGE,Ngaoundéré Airport,,Cameroon,CM,7.3570098877,13.5592002869
530,ACC504,xxxx,CSX,Changsha Datuopu Airport,,China,CN,28.1891994476,113.2200012207
531,ACC505,xxxx,KJA,Krasnoyarsk Airport,,Russia,RU,56.1729011536,92.4933013916
534,ACC508,xxxx,xxx,Varadero,,Cuba,CU,23.132743391970404,-81.28004
535,ACC509,xxxx,xxx,Sarasota,FL,United States,US,27.328714523887413,-83.45559272258146
536,ACC510,xxxx,xxx,Matala,,Angola,AO,-14.73507,14.99728
537,ACC511,xxxx,xxx,Dushanbe,,Tajikistan,TJ,38.84717519980492,68.24921408569912
539,ACC513,xxxx,CLU,Columbus Municipal Airport,IN,United States,US,39.253011605059505,-85.90056456884734
541,ACC515,xxxx,TPQ,Tepic Airport,,Mexico,MX,21.419500351,-104.8430023193
544,ACC518,xxxx,xxx,Togiak,AK,United States,US,59.06065,-160.37747
550,ACC524,xxxx,RUH,Riyadh International Airport,,Saudi Arabia,SA,24.9575996399,46.6987991333
556,ACC530,xxxx,xxx,Mount Smjörfjöllum,,Iceland,IS,64.14748,-21.93419
560,ACC534,xxxx,xxx,over Qatar,,Qatar,QA,25.29424,51.51966
562,ACC536,xxxx,xxx,Kabul,Damascus,Syria,SY,33.51656,36.31708
563,ACC537,xxxx,xxx,Lazo,,Russia,RU,43.37701,133.89894
566,ACC540,xxxx,xxx,Pinarete Mountain,,Mexico,MX,19.43195,-99.13315
570,ACC544,xxxx,xxx,Ust'-Barguzin,,Russia,RU,53.59531490643643,108.57904982115083
573,ACC547,xxxx,PIP,Pilot Point Airport,AK,United States,US,57.5803805555556,-157.571956944444
574,ACC548,xxxx,xxx,nr Frazier Park,CA,United States,US,34.82057,-118.94543
575,ACC549,xxxx,ENA,Kenai Airport,AK,United States,US,60.519318481422665,-151.244833333333
576,ACC550,xxxx,KVC,King Cove Airport,AK,United States,US,55.1163841666667,-162.266535555556
577,ACC551,xxxx,xxx,Balad,,Somalia,SO,2.43038,45.611
578,ACC552,xxxx,xxx,Coclecito,,Panama,PA,8.645182110934629,-80.55725
579,ACC553,xxxx,LGR,Cochrane Airport,,Chile,CL,-47.24379424668755,-72.64957845054951
580,ACC554,xxxx,xxx,Zeya,,Russia,RU,53.72925,127.22273
585,ACC559,xxxx,xxx,Moerdijk,,Netherlands,NL,51.68228218024475,4.623185517634536
586,ACC560,xxxx,NSK,Noril'sk Airport,,Russia,RU,69.3110961914,87.3321990967
594,ACC568,xxxx,xxx,Mt. Ipao,,Philippines,PH,14.60487,120.98627
600,ACC574,xxxx,xxx,Gamvik,,Norway,NO,71.02227806740916,28.27116159850379
603,ACC577,xxxx,xxx,Igenhausen,,Germany,DE,48.47043,11.04295
606,ACC580,xxxx,xxx,Savannah,GA,United States,US,32.080750288237205,-80.99623484206384
607,ACC581,xxxx,ADE,Aden International Airport,,Yemen,YE,12.829499555462156,45.04960680677882
609,ACC583,xxxx,xxx,Hármashatárhegy,,Hungary,HU,47.55588,19.00109
617,ACC591,xxxx,TBT,Tabatinga Internacional Airport,AM,Brazil,BR,-4.2556700706,-69.935798645
618,ACC592,xxxx,JOL,Jolo Airport,,Philippines,PH,6.0536699295,121.0110015869
624,ACC598,xxxx,xxx,Valladolid,,Ecuador,EC,-4.498,-79.13331
625,ACC599,xxxx,RBR,Rio Branco Airport,AC,Brazil,BR,-9.900683138698396,-67.86081719894284
629,ACC603,xxxx,PUB,Pueblo Memorial Airport,CO,United States,US,38.023987665070955,-104.55205579110999
630,ACC604,xxxx,ROV,Rostov Airport,,Russia,RU,47.50719210887015,39.925454987549095
631,ACC605,xxxx,YYZ,Toronto International Airport,ON,Canada,CA,43.75981239551524,-79.59499629788505
633,ACC607,xxxx,PDX,Portland International Airport,OR,United States,US,45.5887088611111,-122.596869416667
635,ACC609,xxxx,xxx,Shashgow Ghazni,,Afghanistan,AF,33.54832,68.42122
636,ACC610,xxxx,BRM,Barquisimeto Airport,,Venezuela,VE,10.0427465439,-69.3586196899
637,ACC611,xxxx,xxx,Poti Airport,,Georgia,GE,41.70907,44.7961
638,ACC612,xxxx,xxx,Selawik,AK,United States,US,66.60091,-160.01284
639,ACC613,xxxx,LWN,Leninakan Airport,,Armenia,AM,41.01061219594877,44.21992844857162
644,ACC618,xxxx,CVG,Cincinnati/Northern Kentucky Airport,KY,United States,US,39.0488375,-84.6678208333333
647,ACC621,xxxx,xxx,Labé,,Guinea,GN,11.75523,-12.01727
656,ACC630,xxxx,xxx,Adavale,QLD,Australia,AU,-25.940216256207155,144.59949
657,ACC631,xxxx,xxx,Smithers,BC,Canada,CA,54.78312,-127.16848
658,ACC632,xxxx,xxx,Mino Jebel Ali,,United Arab Emirates,AE,24.46918,54.37173
659,ACC633,xxxx,xxx,Lanyu Island,,Taiwan,TW,22.0568,121.50991
660,ACC634,xxxx,ARU,Araçatuba Airport,SP,Brazil,BR,-21.1413002014,-50.4247016907
661,ACC635,xxxx,xxx,Lonkin,,Myanmar,MM,19.72682,96.07529
665,ACC639,xxxx,YLH,Lansdowne House Airport,ON,Canada,CA,52.19892204028053,-87.93372495483956
666,ACC640,xxxx,ENU,Enugu Airport,,Nigeria,NG,6.446851200132237,7.573414894588183
668,ACC642,xxxx,YPC,Paulatuk Airport,NT,Canada,CA,69.3608381154,-124.075469971
671,ACC645,xxxx,IJK,Izhevsk Airport,,Russia,RU,56.8280982971,53.4575004578
673,ACC647,xxxx,PPP,Prosperine Airport,QLD,Australia,AU,-20.4695620736246,148.5318555007829
676,ACC650,xxxx,xxx,Cerro Pilón,,Bolivia,BO,-17.51522,-61.51085
685,ACC659,xxxx,TAV,Tau Airport,,American Samoa,AS,-14.3366,-170.72583
687,ACC661,xxxx,xxx,Marchington,,United Kingdom,GB,52.86981,-1.8079
689,ACC663,xxxx,xxx,Mount Musaka,,Papua New Guinea,PG,-9.45508,147.20381
690,ACC664,xxxx,xxx,Opole,,Poland,PL,50.6634,17.93013
691,ACC665,xxxx,xxx,Fort Franklin,NT,Canada,CA,45.0293,-73.92435
692,ACC666,xxxx,YYR,Goose Bay Airport,NL,Canada,CA,53.02568263871173,-60.32285987590338
693,ACC667,xxxx,OMS,Omsk Airport,,Russia,RU,54.966999054,73.3105010986
697,ACC671,xxxx,xxx,between Loja and Zumba,,Ecuador,EC,-4.82328,-79.27759
699,ACC673,xxxx,THR,Tehran-Mehrabad Airport,,Iran,IR,35.689201355,51.3134002686
700,ACC674,xxxx,KMW,Kostroma Airport,,Russia,RU,57.60562549513698,41.24805278893204
701,ACC675,xxxx,JAX,Jacksonville International Airport,FL,United States,US,30.509306351873583,-81.69660162651043
702,ACC676,xxxx,xxx,Kerege,,Tanzania,TZ,-6.17351,35.74689
703,ACC677,xxxx,KJA,Krasnoyarsk Airport,,Russia,RU,56.1729011536,92.4933013916
706,ACC680,xxxx,TNA,Jinan Airport,,China,CN,36.8572006226,117.216003418
707,ACC681,xxxx,xxx,Buga,,Colombia,CO,3.8438014569469967,-76.32159
708,ACC682,xxxx,xxx,Cedarville,NJ,United States,US,39.33196,-75.19962
711,ACC685,xxxx,TOM,Tombouctou Airport,,Mali,ML,16.705573043397877,-2.9978395466711447
717,ACC691,xxxx,LWT,Lewistown Municipal Airport,MT,United States,US,47.04925,-109.466694444444
718,ACC692,xxxx,BNA,Nashville Metropolitan Airport,TN,United States,US,36.124475,-86.6781805555556
723,ACC697,xxxx,xxx,Uchkuduk,,Uzbekistan,UZ,42.15418,63.55689
725,ACC699,xxxx,DFW,Dallas/Fort Worth International Airport,TX,United States,US,32.8972330555556,-97.0376947222222
726,ACC700,xxxx,xxx,Gulkana,AK,United States,US,62.37776859271025,-145.38027
728,ACC702,xxxx,xxx,Kandahar,,Afghanistan,AF,31.620819201844945,65.43940105843983
729,ACC703,xxxx,xxx,Jenkinsburg,GA,United States,US,33.32404,-84.03474
730,ACC704,xxxx,xxx,Kutaisi,,Georgia,GE,42.25630345486428,42.09458283616732
731,ACC705,xxxx,JNU,Juneau International Airport,AK,United States,US,58.35239281866989,-134.710648286558
733,ACC707,xxxx,BET,Bethel Airport,AK,United States,US,60.7785555555556,-161.837166666667
735,ACC709,xxxx,TEB,Teterboro Airport,NJ,United States,US,40.825304926444545,-74.03305386517422
743,ACC717,xxxx,xxx,Philippi Glacier,,Antarctica,AQ,-80.41318,20.67103
745,ACC719,xxxx,UUA,Bugulma Airport,,Russia,RU,54.711945118073494,52.801700592
746,ACC720,xxxx,xxx,Lime Village,AK,United States,US,61.35559,-155.43676
747,ACC721,xxxx,xxx,Goose Bay,NL,Canada,CA,53.98343442049824,-60.31652999999999
748,ACC722,xxxx,xxx,Omsk Severny Airport,,Russia,RU,54.975457511026235,73.14952727866742
750,ACC724,xxxx,CAI,Cairo International Airport,,Egypt,EG,30.1219005585,31.4055995941
751,ACC725,xxxx,PEZ,Penza Airport,,Russia,RU,53.1105995178,45.0210990906
752,ACC726,xxxx,BYG,Buffalo Municipal Airport,WY,United States,US,44.3810833333333,-106.721805555556
756,ACC730,xxxx,TXK,Texarkana Municipal Airport,AR,United States,US,33.4537222222222,-93.9910277777778
757,ACC731,xxxx,KHI,Karachi International Airport,,Pakistan,PK,24.9064998627,67.1607971191
758,ACC732,xxxx,UFA,Ufa Airport,,Russia,RU,54.5574989319,55.8744010925
760,ACC734,xxxx,xxx,Komatipoort,,South Africa,ZA,-25.42971,31.94968
762,ACC736,xxxx,PEW,Peshawar Airport,,Pakistan,PK,33.90396813850813,71.5146026611
763,ACC737,xxxx,xxx,Christiansted,St Croix,U.S. Virgin Islands,VI,17.74672,-64.70418
767,ACC741,xxxx,xxx,Windsor,MA,United States,US,42.51141,-73.05798
769,ACC743,xxxx,NAN,Nadi International Airport,,Fiji,FJ,-17.755399704,177.4429931641
771,ACC745,xxxx,YTZ,Toronto Island Airport,ON,Canada,CA,43.58096711006164,-79.3878893111047
772,ACC746,xxxx,xxx,Kearns,UT,United States,US,40.66,-111.99689
781,ACC755,xxxx,xxx,Pickle Lake,ON,Canada,CA,51.48349201898743,-90.16858608981119
784,ACC758,xxxx,ILA,Ilaga Airport,,Indonesia,ID,-3.8332800865,137.5829925537
785,ACC759,xxxx,xxx,Khost,,Afghanistan,AF,34.53313,69.10221
787,ACC761,xxxx,xxx,Hopong,,Myanmar,MM,20.760422647721622,97.52769897283234
790,ACC764,xxxx,xxx,Crystal Bay,NV,United States,US,39.22923,-120.00355
794,ACC768,xxxx,HKT,Phuket International Airport,,Thailand,TH,8.113177549304172,98.47212652747295
796,ACC770,xxxx,LXR,Luxor Airport,,Egypt,EG,25.670999527,32.7066001892
799,ACC773,xxxx,MEM,Memphis International Airport,TN,United States,US,35.0424113888889,-89.9766791666667
801,ACC775,xxxx,xxx,Rancho Murieta,CA,United States,US,38.49766,-121.1016
802,ACC776,xxxx,LBA,Leeds/Bradford Airport,,United Kingdom,GB,53.894145898536614,-1.6673122127589797
805,ACC779,xxxx,xxx,Fairfield,CA,United States,US,38.24924,-122.0443
806,ACC780,xxxx,xxx,Desert Center,CA,United States,US,33.71372,-115.40022
807,ACC781,xxxx,XRR,Ross River Airport,T,Canada,CA,61.9706001282,-132.4230041504
809,ACC783,xxxx,HOM,Homer Airport,AK,United States,US,59.6449949722222,-151.485808416667
810,ACC784,xxxx,xxx,Haumuri Bluffs,,New Zealand,NZ,-46.59889,168.3428
811,ACC785,xxxx,xxx,Mount Waddington,BC,Canada,CA,50.88686,-126.61652
812,ACC786,xxxx,xxx,Paso Robles,CA,United States,US,35.504604817782834,-120.75673486673006
815,ACC789,xxxx,MLU,Monroe Municipal Airport,LA,United States,US,32.40875116622158,-92.09195399838852
817,ACC791,xxxx,GNI,Green Island Airport,,Taiwan,TW,22.6739006042,121.466003418
819,ACC793,xxxx,NJC,Nizhnevartovsk Airport,,Russia,RU,60.9492988586,76.4835968018
820,ACC794,xxxx,xxx,Kettwig,,Germany,DE,51.380196432118375,6.94559
822,ACC796,xxxx,SGC,Surgut Airport,,Russia,RU,61.3437004089,73.401802063
824,ACC798,xxxx,CAI,Cairo International Airport,,Egypt,EG,30.1219005585,31.4055995941
825,ACC799,xxxx,xxx,Hennenman,,South Africa,ZA,-27.9721,27.02253
827,ACC801,xxxx,xxx,Bagdarin,,Russia,RU,54.9146874985997,114.66118925956778
829,ACC803,xxxx,xxx,Maui,HI,United States,US,20.85884,-156.56412
830,ACC804,xxxx,BNN,Brønnøysund Airport,,Norway,NO,65.41017503749687,12.191334401823958
832,ACC806,xxxx,xxx,West Paterson,NJ,United States,US,40.91661,-74.17164
833,ACC807,xxxx,HAJ,Hannover Airport,,Germany,DE,52.46110061348434,9.678756524061916
836,ACC810,xxxx,PSS,Posadas Airport,MI,Argentina,AR,-27.412779648177562,-55.9707
837,ACC811,xxxx,PBU,Putao Airport,,Myanmar,MM,27.422070203980585,97.27592393480607
842,ACC816,xxxx,xxx,Mulhouse-Habsheim Airport,,France,FR,47.75307,7.35183
843,ACC817,xxxx,xxx,Qeshm Island,,Iran,IR,35.66332929025493,51.45300863707583
847,ACC821,xxxx,RIV,Riverside-March Air Force Base,CA,United States,US,33.8819433333333,-117.259016944444
848,ACC822,xxxx,RKV,Reykjavík Domestic Airport,,Iceland,IS,64.1299972534,-21.9405994415
849,ACC823,xxxx,BHV,Bahawalpur Airport,,Pakistan,PK,29.411053174614317,71.7180023193
850,ACC824,xxxx,IKT,Irkutsk Airport,,Russia,RU,52.13425870980815,104.73835858007631
851,ACC825,xxxx,xxx,Kystatyam,,Russia,RU,55.75696,37.61502
853,ACC827,xxxx,DFW,Dallas/Fort Worth International Airport,TX,United States,US,32.8972330555556,-97.0376947222222
854,ACC828,xxxx,xxx,Arteaga,,Mexico,MX,25.545979598086735,-100.78881207851272
855,ACC829,xxxx,xxx,Sitka,AK,United States,US,57.05201,-135.334
856,ACC830,xxxx,xxx,Jackson,WY,United States,US,43.48024,-110.76236
857,ACC831,xxxx,BJR,Bahar Dar Airport,,Ethiopia,ET,11.544501062376343,37.25065576930118
859,ACC833,xxxx,BQJ,Batagay Airport,,Russia,RU,43.606829422073744,40.14219100121546
860,ACC834,xxxx,xxx,Linfen Air Base,,China,CN,39.92455643211838,116.38765000000001
861,ACC835,xxxx,YPM,Pikangikum Airport,ON,Canada,CA,51.81969316388227,-93.98077490715852
864,ACC838,xxxx,YLD,Chapleau Airport,ON,Canada,CA,47.80473545858395,-83.35260554949198
865,ACC839,xxxx,xxx,Hamada al Hamra,,Libya,LY,32.89534,13.18104
866,ACC840,xxxx,xxx,Karm `Umran,,Egypt,EG,29.96597,31.26171
868,ACC842,xxxx,xxx,Ketchikan,AK,United States,US,55.3421,-131.64784
871,ACC845,xxxx,xxx,Honolulu,"HI,",United States,US,21.30493,-157.85788
872,ACC846,xxxx,YHD,Dryden Municipal Airport,ON,Canada,CA,49.8316993713,-92.7442016602
874,ACC848,xxxx,PCM,Playa del Carmen Airport,,Mexico,MX,20.630217608563825,-87.05242257362197
875,ACC849,xxxx,xxx,Azusa,CA,United States,US,34.13361,-117.90599
878,ACC852,xxxx,xxx,Boboc Air Base,,Romania,RO,45.19704,26.97426
882,ACC856,xxxx,xxx,Vereda el Salitre,,Colombia,CO,5.8538,-72.92595
883,ACC857,xxxx,ACZ,Zabol Airport,,Iran,IR,31.0983009338,61.5438995361
885,ACC859,xxxx,xxx,St. Anne-des-Monts,QC,Canada,CA,48.82304770577894,-66.36842984595687
886,ACC860,xxxx,xxx,Hargeisa,,Somalia,SO,9.55969,44.05052
887,ACC861,xxxx,xxx,??Cape Kibera,,Russia,RU,59.00805,48.96345
889,ACC863,xxxx,AKL,Auckland International Airport,,New Zealand,NZ,-37.0080986023,174.7920074463
890,ACC864,xxxx,SMI,Samos Airport,,Greece,GR,37.77574606771542,26.684437793345307
891,ACC865,xxxx,xxx,Upper Dart Valley,,New Zealand,NZ,-45.84986,170.52712
893,ACC867,xxxx,PZO,Puerto Ordaz Airport,,Venezuela,VE,8.2885303497,-62.7603988647
894,ACC868,xxxx,xxx,Himalaya Mountains,,Pakistan,PK,33.70964,73.07544
897,ACC871,xxxx,xxx,Mayfield Graves County Airport,KY,United States,US,36.77721447879072,-88.57906752245455
899,ACC873,xxxx,YXT,Terrace Airport,BC,Canada,CA,54.46849823,-128.5760040283
900,ACC874,xxxx,TDF,Roxboro/Person County Airport,NC,United States,US,36.37270918339343,-78.99530830510035
902,ACC876,xxxx,xxx,Uncertain,TX,United States,US,32.70703,-94.12094
904,ACC878,xxxx,xxx,Hatay,,Turkey,TR,36.20234,36.15936
905,ACC879,xxxx,LWN,Leninakan Airport,,Armenia,AM,40.7504005432,43.8592987061
907,ACC881,xxxx,MKK,Hoolehua-Molokai Airport,HI,United States,US,21.1528858333333,-157.096256111111
909,ACC883,xxxx,BDU,Bardufoss Airport,,Norway,NO,68.93342999306145,18.688260328482468
910,ACC884,xxxx,OVS,Sovetsky Airport,,Russia,RU,61.32217027831503,63.61188864783891
912,ACC886,xxxx,DMB,Dzhambul Airport,,Kazakhstan,KZ,42.9019102640124,71.20400707100846
913,ACC887,xxxx,JMB,Jamba Airport,,Angola,AO,-8.81567,13.23287
914,ACC888,xxxx,xxx,Block Island,RI,United States,US,41.213771514615175,-71.57696265570578
917,ACC891,xxxx,xxx,Pervouralsk,,Russia,RU,56.90502025397102,60.0069158398299
919,ACC893,xxxx,xxx,Leadville,CO,United States,US,39.14275107351184,-106.3447741236576
920,ACC894,xxxx,BTV,Burlington International Airport,VT,United States,US,44.461779450797025,-73.14892974979834
