,accident_id,icao,iata,name,state,country,country_code,lat,lon
930,ACC904,xxxx,MNL,Manila International Airport,,Philippines,PH,14.508600235,121.019996643
933,ACC907,xxxx,YMO,Moosonee Airport,ON,Canada,CA,51.32886560197768,-80.57550992827939
934,ACC908,xxxx,xxx,Mareeba,QLD,Australia,AU,-17.147178240887808,145.42983
935,ACC909,xxxx,MNL,Manila International Airport,,Philippines,PH,14.499607018940813,121.019996643
943,ACC917,xxxx,xxx,Thistle Lake,NT,Canada,CA,45.42178,-75.69117
948,ACC922,xxxx,CZM,Cozumel Airport,,Mexico,MX,20.51922028724728,-86.92339248645447
952,ACC926,xxxx,xxx,Albuquerque,NM,United States,US,35.08423,-106.64905
953,ACC927,xxxx,xxx,Newfoundland,,Canada,CA,43.54876443119518,-74.92519311011337
959,ACC933,xxxx,LAX,Los Angeles International Airport,CA,United States,US,33.9424963888889,-118.408048611111
961,ACC935,xxxx,xxx,Goose Bay,NL,Canada,CA,54.532020600108666,-60.31652999999999
962,ACC936,xxxx,xxx,Taisha,,Ecuador,EC,-2.392015917278021,-77.8372311581497
964,ACC938,xxxx,BSB,Brasília International Airport,DF,Brazil,BR,-15.935634630194105,-47.95406020920028
966,ACC940,xxxx,xxx,Thutade Lake,BC,Canada,CA,48.42855,-123.36446
967,ACC941,xxxx,NHV,Nuku Hiva Airport,,French Polynesia,PF,-8.792158289409352,-140.2381051238931
969,ACC943,xxxx,KSH,Kermanshah Airport,,Iran,IR,34.255969328708126,47.1581001282
972,ACC946,xxxx,xxx,Chute des Passes,QC,Canada,CA,49.83485906149444,-71.22463815990149
974,ACC948,xxxx,BLP,Bellavista Airport,,Peru,PE,-7.0605602264,-76.5821990967
976,ACC950,xxxx,BHM,Birmingham Airport,AL,United States,US,33.49390979315755,-86.78986272112608
977,ACC951,xxxx,URJ,Uraj Airport,,Russia,RU,60.106738694166864,64.84592366530269
978,ACC952,xxxx,DOR,Dori Airport,,Burkina Faso,BF,14.0329999924,-0.0329999998
979,ACC953,xxxx,xxx,Ketchikan,AK,United States,US,55.454719213300756,-131.55127263248036
980,ACC954,xxxx,SMQ,Sampit Airport,,Indonesia,ID,-2.4991900921,112.9749984741
981,ACC955,xxxx,xxx,Long Seridan,,Malaysia,MY,1.1729488294770944,110.65537315113845
983,ACC957,xxxx,xxx,Lensk Airport,,Russia,RU,53.24701237919978,34.198187471312366
988,ACC962,xxxx,xxx,Tumbang Miri,,Indonesia,ID,-6.17148,106.82648
991,ACC965,xxxx,MCX,Makhachkala Airport,,Russia,RU,42.89565911871731,47.370643644031375
992,ACC966,xxxx,AMV,Amderma Airport,,Russia,RU,69.76845668914898,61.58103554144198
994,ACC968,xxxx,UUA,Bugulma Airport,,Russia,RU,54.64719396244734,52.801700592
997,ACC971,xxxx,xxx,Heidelberg-Handschuhsheim,,Germany,DE,49.42774,8.68611
1004,ACC978,xxxx,xxx,Nizhneyansk,,Russia,RU,71.43719515211839,135.73375268301024
1008,ACC982,xxxx,KYD,Orchid Island Airport,,Taiwan,TW,22.0270004272,121.5350036621
1009,ACC983,xxxx,xxx,Goroka Gap,,Papua New Guinea,PG,-9.45508,147.20381
1010,ACC984,xxxx,xxx,Perris Valley Airport,CA,United States,US,33.8648,-117.25618
1012,ACC986,xxxx,xxx,Cumuatillo Airstrip,,Mexico,MX,20.15118,-102.62335
1017,ACC991,xxxx,xxx,Sheboygan Falls,WI,United States,US,43.72876,-87.81174
1019,ACC993,xxxx,NSK,Noril'sk Airport,,Russia,RU,69.3110961914,87.3321990967
1022,ACC996,xxxx,BET,Bethel Airport,AK,United States,US,60.7785555555556,-161.837166666667
