,accident_id,date,year,icao,iata,name,state,country,country_code,lat,lon
153,ACC1384,2000-05-17,2000,FOOL,LBV,Libreville Airport,,Gabon,GA,0.4586000144,9.4122800827
154,ACC1388,2000-06-22,2000,ZHES,ENH,Enshi Airport,,China,CN,30.3202991486,109.48500061
155,ACC139,1970-09-03,1970,UAFM,FRU,Frunze Airport,,Kyrgyzstan,KG,43.0612983704,74.4776000977
156,ACC1391,2000-07-27,2000,VNBG,BJH,Bajhang Airport,,Nepal,NP,29.5389995575,81.1854019165
157,ACC1392,2000-08-14,2000,CYZW,YZW,Teslin Airport,YT,Canada,CA,60.1727981567,-132.7429962158
158,ACC1393,2000-08-23,2000,HECA,CAI,Cairo International Airport,,Egypt,EG,30.1219005585,31.4055995941
159,ACC1394,2000-09-04,2000,YPPH,PER,Perth Airport,WA,Australia,AU,-31.9402999878,115.9670028687
160,ACC1397,2000-10-08,2000,CYCO,YCO,Kugluktuk Airport,NU,Canada,CA,67.8167037964,-115.143997192
161,ACC1400,2000-11-25,2000,LEMG,AGP,Málaga Airport,,Spain,ES,36.6749000549,-4.4991102219
162,ACC1404,2000-12-20,2000,PANO,NNL,Nondalton Airport,AK,United States of America,US,59.9802302777778,-154.839174722222
163,ACC1405,2000-12-22,2000,KPWM,PWM,Portland Airport,ME,United States of America,US,43.6456435,-70.3086163611111
164,ACC1406,2000-12-23,2000,EGLK,BBS,Blackbushe Airport,,United Kingdom,GB,51.3238983154,-0.8475000262
165,ACC1407,2001-01-06,2001,SYKT,KTO,Kato Airport,,Guyana,GY,4.6491599083,-59.8321990967
166,ACC1409,2001-01-23,2001,PADU,DUT,Unalaska Airport,AK,United States of America,US,53.8989444444444,-166.545027777778
167,ACC141,1970-10-01,1970,PANC,ANC,Anchorage International Airport,AK,United States of America,US,61.1740847222222,-149.9981375
168,ACC1410,2001-01-25,2001,SVCB,CBL,Ciudad Bolívar Airport,,Venezuela,VE,8.1221609116,-63.5369567871
169,ACC1413,2001-01-31,2001,SKYP,EYP,El Yopal Airport,,Colombia,CO,5.31911,-72.384
170,ACC1418,2001-03-29,2001,KLAX,LAX,Los Angeles International Airport,CA,United States of America,US,33.9424963888889,-118.408048611111
171,ACC1424,2001-04-28,2001,SADF,xxx,San Fernando Airport,BA,Argentina,AR,-34.4532,-58.5896
172,ACC1425,2001-04-29,2001,xxxx,xxx,Ballieston East,VIC,Australia,AU,-36.78179,145.11446
173,ACC1428,2001-06-02,2001,xxxx,xxx,Srednyaya Akhtuba Airfield,,Russia,RU,48.71649,44.86757
174,ACC1431,2001-07-14,2001,UUMU,CKL,Chkalovsky Airport,,Russia,RU,55.8782997131,38.0616989136
175,ACC1434,2001-08-05,2001,BIKF,KEF,Keflavík International Airport,,Iceland,IS,63.9850006104,-22.6056003571
176,ACC1435,2001-08-23,2001,xxxx,xxx,Kama,,Democratic Republic of the Congo,CD,-3.6457,26.66279
177,ACC1437,2001-08-29,2001,GEML,MLN,Melilla Airport,,Spain,ES,35.279800415,-2.9562599659
178,ACC1438,2001-09-11,2001,KEWR,EWR,Newark International Airport,NJ,United States of America,US,40.6924798333333,-74.1686867777778
179,ACC1439,2001-09-12,2001,MMCT,CZA,Chichén Itzá Airport,,Mexico,MX,20.6413002014,-88.4461975098
180,ACC1443,2001-10-10,2001,PADL,DLG,Dillingham Municipal Airport,AK,United States of America,US,59.0446666666667,-158.5055
181,ACC1445,2001-10-11,2001,CYGO,YGO,Gods Lake Narrows Airport,MB,Canada,CA,54.5588989258,-94.4914016724
182,ACC1451,2001-11-22,2001,KPIT,PIT,Pittsburgh International Airport,PA,United States of America,US,40.4914166666667,-80.2326944444444
183,ACC1453,2001-12-01,2001,KLIT,LIT,Little Rock National Airport,AR,United States of America,US,34.7294413888889,-92.2247772222222
184,ACC1456,2001-12-10,2001,YPAD,ADL,Adelaide Airport,SA,Australia,AU,-34.9449996948,138.5310058594
185,ACC1457,2001-12-14,2001,FZKA,BUX,Bunia Airport,,Democratic Republic of the Congo,CD,1.5657199621,30.2208003998
186,ACC1458,2001-12-26,2001,EDWB,BRV,Bremerhaven Airport,,Germany,DE,53.506942749,8.5727777481
187,ACC1459,2002-01-04,2002,EGBB,BHX,Birmingham International Airport,,United Kingdom,GB,52.4538993835,-1.7480299473
188,ACC1468,2002-03-14,2002,MUCF,CFG,Cienfuegos Airport,,Cuba,CU,22.1499996185,-80.4141998291
189,ACC1478,2002-05-21,2002,DNPO,PHC,Port Harcourt Airport,,Nigeria,NG,5.0154900551,6.9495902061
190,ACC1479,2002-05-25,2002,WABI,NBX,Nabire Airport,,Indonesia,ID,-3.3681800365,135.4960021973
191,ACC1480,2002-06-01,2002,FABL,BFN,Bloemfontein International Airport,,South Africa,ZA,-29.0926990509,26.302400589
192,ACC1490,2002-07-17,2002,VNJL,JUM,Jumla Airport,,Nepal,NP,29.2742004395,82.1932983398
193,ACC1492,2002-08-22,2002,VNJS,JMO,Jomsom Airport,,Nepal,NP,28.780426,83.723
194,ACC1494,2002-08-29,2002,xxxx,xxx,Poliny Osipenko,,Russia,RU,56.15178,40.41398
195,ACC1495,2002-09-02,2002,ZUXC,XIC,Xichang Airport,,China,CN,27.9890995026,102.1839981079
196,ACC1496,2002-09-28,2002,xxxx,xxx,Lake de l'Avion,QC,Canada,CA,45.67923,-76.20314
197,ACC1504,2002-12-13,2002,xxxx,xxx,Gohu Airstrip,,Papua New Guinea,PG,-9.45508,147.20381
198,ACC151,1971-01-21,1971,KBTV,BTV,Burlington International Airport,VT,United States of America,US,44.471955,-73.1532761111111
199,ACC1512,2003-03-01,2003,xxxx,xxx,Borki Airport,,Russia,RU,54.88211,20.58623
200,ACC1515,2003-03-25,2003,xxxx,xxx,Larandia Air Base,,Colombia,CO,4.61496,-74.06942
201,ACC1516,2003-03-27,2003,WABQ,LII,Mulia Airport,,Indonesia,ID,-3.7094700336,137.9759979248
202,ACC1518,2003-04-14,2003,xxxx,TUY,Tulum Airport,,Mexico,MX,19.43195,-99.13315
203,ACC1521,2003-04-26,2003,KSAT,SAT,San Antonio International Airport,TX,United States of America,US,29.5339583333333,-98.4690569444444
204,ACC153,1971-01-22,1971,UNOO,OMS,Omsk Airport,,Russia,RU,54.966999054,73.3105010986
205,ACC1531,2003-07-16,2003,CYXC,YXC,Cranbrook Airport,BC,Canada,CA,49.6108016968,-115.7819976807
206,ACC1533,2003-07-23,2003,SBLN,LIP,Lins Airport,SP,Brazil,BR,-21.6639995575,-49.7304992676
207,ACC1537,2003-09-11,2003,CYPL,YPL,Pickle Lake Airport,ON,Canada,CA,51.4463996887,-90.2142028809
208,ACC1538,2003-09-12,2003,LPFU,FNC,Funchal Airport,,Portugal,PT,32.6978988647,-16.7744998932
209,ACC1539,2003-09-19,2003,KELP,ELP,El Paso International Airport,TX,United States of America,US,31.8073333333333,-106.376361111111
210,ACC1541,2003-10-03,2003,KPRC,PRC,Prescott Airport,AZ,United States of America,US,34.6548333333333,-112.419222222222
211,ACC1542,2003-10-03,2003,NZCH,CHC,Christchurch International Airport,,New Zealand,NZ,-43.4893989563,172.5319976807
212,ACC1549,2003-12-12,2003,xxxx,xxx,Maconacon Airport,,Philippines,PH,17.38769,122.2404
213,ACC1550,2003-12-18,2003,SKYP,EYP,El Yopal Airport,,Colombia,CO,5.31911,-72.384
214,ACC1553,2003-12-25,2003,DBBB,COO,Cotonou Airport,,Benin,BJ,6.3572301865,2.3843500614
215,ACC1557,2004-01-13,2004,UTST,TMJ,Termez Airport,,Uzbekistan,UZ,37.2867012024,67.3099975586
216,ACC1558,2004-01-17,2004,CYPT,xxx,Pelee Island,ON,Canada,CA,41.7803993225,-82.6780014038
217,ACC1561,2004-02-10,2004,OIBK,KIH,Kish Island Airport,,Iran,IR,26.5261993408,53.9802017212
218,ACC1563,2004-02-26,2004,LWSK,SKP,Skopje Airport,,North Macedonia,MK,41.9616012573,21.6214008331
219,ACC1569,2004-05-04,2004,SVCB,CBL,Ciudad Bolívar Airport,,Venezuela,VE,8.1221609116,-63.5369567871
220,ACC1570,2004-05-06,2004,xxxx,xxx,Jiech,,South Sudan,SS,4.83975,31.59758
221,ACC1572,2004-05-11,2004,HSSJ,JUB,Juba Airport,,South Sudan,SS,4.872010231,31.6011009216
222,ACC1576,2004-06-08,2004,FOOL,LBV,Libreville Airport,,Gabon,GA,0.4586000144,9.4122800827
223,ACC1582,2004-08-13,2004,KMEM,MEM,Memphis International Airport,TN,United States of America,US,35.0424113888889,-89.9766791666667
224,ACC1583,2004-08-18,2004,FZNA,GOM,Goma Airport,,Democratic Republic of the Congo,CD,-1.6708099842,29.2385005951
225,ACC1584,2004-08-27,2004,PAMC,MCG,McGrath Airport,AK,United States of America,US,62.9527839166667,-155.607048055556
226,ACC1593,2004-10-05,2004,HSOB,EBD,El Obeid Airport,,Sudan,SD,13.1532001495,30.2327003479
227,ACC1594,2004-10-14,2004,CYHZ,YHZ,Halifax International Airport,NS,Canada,CA,44.8807983398,-63.5085983276
228,ACC1595,2004-10-16,2004,xxxx,XCN,Coron Airport,,Philippines,PH,9.65657,123.8523
229,ACC1597,2004-10-22,2004,EGPO,SYY,Stornoway Airport,,United Kingdom,GB,58.2155990601,-6.3311100006
230,ACC1606,2005-01-13,2005,UNIW,xxx,Vanavara,,Russia,RU,60.3596992493,102.3239974976
231,ACC1607,2005-01-13,2005,KBGR,BGR,Bangor International Airport,ME,United States of America,US,44.8074444444444,-68.8281388888889
232,ACC1614,2005-02-16,2005,KCOU,COU,Columbia Regional Airport,MO,United States of America,US,38.8177355555556,-92.2177922222222
233,ACC1615,2005-02-22,2005,AYTB,TBG,Tabubil Airport,,Papua New Guinea,PG,-5.2786102295,141.2259979248
234,ACC1616,2005-02-24,2005,MMTO,TLC,Toluca Airport,,Mexico,MX,19.3370990753,-99.5660018921
235,ACC1617,2005-03-08,2005,SVPU,xxx,La Paragua Airport,,Venezuela,VE,6.8499999046,-63.3166656494
236,ACC1619,2005-04-20,2005,KCIC,CIC,Chico Airport,CA,United States of America,US,39.7953888888889,-121.858416666667
237,ACC162,1971-03-31,1971,UWWW,KUF,Kuybyshev Airport,,Russia,RU,53.504901886,50.1642990112
238,ACC1627,2005-05-25,2005,FZNA,GOM,Goma Airport,,Democratic Republic of the Congo,CD,-1.6708099842,29.2385005951
239,ACC163,1971-03-31,1971,KLAX,LAX,Los Angeles International Airport,CA,United States of America,US,33.9424963888889,-118.408048611111
240,ACC1631,2005-07-28,2005,CYVR,YVR,Vancouver International Airport,BC,Canada,CA,49.193901062,-123.1839981079
241,ACC1634,2005-09-04,2005,UHBP,xxx,Ekimchan,,Russia,RU,53.0760993958,132.9510040283
242,ACC1645,2005-11-28,2005,DNKA,KAD,Kaduna Airport,,Nigeria,NG,10.6960000992,7.3201098442
243,ACC1647,2005-12-10,2005,DNAA,ABV,Abuja International Airport,,Nigeria,NG,9.0067901611,7.2631697655
244,ACC1648,2005-12-28,2005,KTWF,TWF,Twin Falls City County Airport,ID,United States of America,US,42.4818091666667,-114.487736111111
245,ACC1651,2006-01-21,2006,CYAZ,YAZ,Tofino Airport,BC,Canada,CA,49.0798255464,-125.775604248
246,ACC1654,2006-03-18,2006,KHLN,HLN,Helena Airport,MT,United States of America,US,46.6067222222222,-111.983277777778
247,ACC1655,2006-03-24,2006,SECU,CUE,Cuenca Airport,,Ecuador,EC,-2.8894701004,-78.9843978882
248,ACC1656,2006-03-28,2006,KTRM,TRM,Thermal Airport,CA,United States of America,US,33.6266705555556,-116.159654444444
249,ACC1659,2006-04-11,2006,xxxx,xxx,Kozlovets,,Bulgaria,BG,43.50803,25.36324
250,ACC166,1971-04-17,1971,xxxx,xxx,Polson Airport,MT,United States of America,US,47.69388,-114.16339
251,ACC1661,2006-05-03,2006,UDYZ,EVN,Yerevan Airport,,Armenia,AM,40.1473007202,44.3959007263
252,ACC1662,2006-05-14,2006,CYVC,YVC,La Ronge Airport,SK,Canada,CA,55.1514015198,-105.2620010376
253,ACC1663,2006-05-23,2006,FPST,TMS,São Tomé Island Airport,,São Tomé and Príncipe,ST,0.3781749904,6.7121500969
254,ACC1667,2006-06-17,2006,xxxx,xxx,Taiynsha  Airport,,Kazakhstan,KZ,51.12771,71.4283
255,ACC1668,2006-06-21,2006,VNSK,SKH,Surkhet Airport,,Nepal,NP,28.5860004425,81.6360015869
256,ACC1673,2006-07-10,2006,OPMT,MUX,Multan Airport,,Pakistan,PK,30.2031993866,71.4190979004
257,ACC1677,2006-09-01,2006,OIKB,BND,Bandar Abbas Airport,,Iran,IR,27.2182998657,56.3777999878
258,ACC1682,2006-10-29,2006,DNAA,ABV,Abuja International Airport,,Nigeria,NG,9.0067901611,7.2631697655
259,ACC1689,2006-11-17,2006,WABQ,LII,Mulia Airport,,Indonesia,ID,-3.7094700336,137.9759979248
260,ACC169,1971-06-06,1971,KLAX,LAX,Los Angeles International Airport,CA,United States of America,US,33.9424963888889,-118.408048611111
261,ACC1692,2007-01-07,2007,CYVC,YVC,La Ronge Airport,SK,Canada,CA,55.1514015198,-105.2620010376
262,ACC1694,2007-01-09,2007,LTAF,ADA,Adana Airport,,Turkey,TR,36.9822006226,35.2803993225
263,ACC1697,2007-02-06,2007,MBNC,NCA,North Caicos Airport,,Turks and Caicos Islands,TC,21.9174995422,-71.9395980835
264,ACC1699,2007-02-15,2007,FZNA,GOM,Goma Airport,,Democratic Republic of the Congo,CD,-1.6708099842,29.2385005951
265,ACC170,1971-06-28,1971,xxxx,xxx,Shelter Cove Airport,CA,United States of America,US,40.02877,-124.07225
266,ACC1703,2007-03-17,2007,USRR,SGC,Surgut Airport,,Russia,RU,61.3437004089,73.401802063
267,ACC1705,2007-04-25,2007,SYKT,KTO,Kato Airport,,Guyana,GY,4.6491599083,-59.8321990967
268,ACC1706,2007-05-17,2007,xxxx,xxx,Walikale Airstrip,,Democratic Republic of the Congo,CD,-1.42536,28.07298
269,ACC1707,2007-05-24,2007,SPON,xxx,Orellana Airport,,Peru,PE,-6.8967499733,-75.1521987915
270,ACC171,1971-07-25,1971,PGUM,GUM,Guam International Airport,,Guam,GU,13.4839506666667,144.797127111111
271,ACC1715,2007-07-05,2007,EIMN,IIA,Inishmaan Airport,,Ireland,IE,53.0929985046,-9.5680599213
272,ACC1721,2007-08-26,2007,FZRQ,KOO,Kongolo Airport,,Democratic Republic of the Congo,CD,-5.3944401741,26.9899997711
273,ACC1725,2007-09-26,2007,HUEN,EBB,Entebbe Airport,,Uganda,UG,0.0423859991,32.4435005188
274,ACC1727,2007-11-06,2007,KCNO,CNO,Chino Airport,CA,United States of America,US,33.9747793055556,-117.636482833333
275,ACC1731,2008-01-11,2008,xxxx,xxx,Sentvid Pri Sticni Field Airport,,Slovenia,SI,45.95362,14.83864
276,ACC1732,2008-01-14,2008,PHNL,HNL,Honolulu International Airport,HI,United States of America,US,21.3178172222222,-157.9202275
277,ACC1733,2008-01-19,2008,FNLU,LAD,Luanda Airport,,Angola,AO,-8.8583698273,13.2312002182
278,ACC1735,2008-02-01,2008,KAUG,AUG,Augusta State Airport,ME,United States of America,US,44.3206497222222,-69.7973180555556
279,ACC174,1971-09-04,1971,PAYA,YAK,Yakutat Airport,AK,United States of America,US,59.5033233333333,-139.660268055556
280,ACC1740,2008-04-03,2008,HTMW,MWZ,Mwanza Airport,,Tanzania,TZ,-2.4444899559,32.9327011108
281,ACC1741,2008-04-11,2008,LUKK,KIV,Chisinau Airport,,Moldova,MD,46.9277000427,28.9309997559
282,ACC1744,2008-05-26,2008,USCC,CEK,Chelyabinsk Airport,,Russia,RU,55.3058013916,61.5032997131
283,ACC1752,2008-07-31,2008,KACY,ACY,Atlantic City International Airport,NJ,United States of America,US,39.4575833333333,-74.5771666666667
284,ACC1758,2008-10-12,2008,SBBU,BAU,Bauru Airport,SP,Brazil,BR,-22.3449993134,-49.0537986755
285,ACC176,1971-09-28,1971,xxxx,ZMD,Sena Madureira Airport,AC,Brazil,BR,-9.06961,-68.65947
286,ACC1763,2008-11-13,2008,ORAA,IQA,Al Asad Air Base,,Iraq,IQ,33.7855987549,42.4412002563
287,ACC1779,2009-02-20,2009,HELX,LXR,Luxor Airport,,Egypt,EG,25.670999527,32.7066001892
288,ACC178,1971-11-13,1971,UKFF,SIP,Simferopol Airport,,Russia,RU,45.0522003174,33.9751014709
289,ACC1783,2009-03-09,2009,HUEN,EBB,Entebbe Airport,,Uganda,UG,0.0423859991,32.4435005188
290,ACC1785,2009-04-02,2009,RPUT,TUG,Tuguegarao Airport,,Philippines,PH,17.6433676823,121.733150482
291,ACC1786,2009-04-17,2009,SVCN,CAJ,Canaima Airport,,Venezuela,VE,6.2319889069,-62.8544311523
292,ACC1787,2009-04-25,2009,KMSO,MSO,Missoula Airport,MT,United States of America,US,46.9163055555556,-114.090555555556
293,ACC1788,2009-04-30,2009,UERL,ULK,Lensk Airport,,Russia,RU,60.7206001282,114.825996399
294,ACC1796,2009-06-29,2009,xxxx,DEK,Dekai Airport,,Indonesia,ID,-6.96568,110.37766
295,ACC1800,2009-08-04,2009,VTSG,KBV,Krabi Airport,,Thailand,TH,8.0991201401,98.9861984253
296,ACC1801,2009-08-16,2009,WMBI,TPG,Taiping Airport,,Malaysia,MY,4.867000103,100.7170028687
297,ACC1807,2009-10-06,2009,xxxx,xxx,Umgalala Airstrip,,Sudan,SD,15.58651,32.52318
298,ACC181,1971-12-01,1971,UWUU,UFA,Ufa Airport,,Russia,RU,54.5574989319,55.8744010925
299,ACC1810,2009-11-01,2009,UERR,MJZ,Mirny Airport,,Russia,RU,62.5346984863,114.0390014648
300,ACC1823,2010-03-22,2010,YPDN,DRW,Darwin Airport,NT,Australia,AU,-12.4146995544,130.8769989014
301,ACC1826,2010-05-17,2010,OAUZ,UND,Kunduz Airport,,Afghanistan,AF,36.6651000977,68.9107971191
302,ACC1829,2010-06-24,2010,xxxx,xxx,Taiynsha  Airport,,Kazakhstan,KZ,51.12771,71.4283
303,ACC183,1971-12-09,1971,VOTV,TRV,Trivandrum Airport,,India,IN,8.4821195602,76.9200973511
304,ACC1832,2010-07-31,2010,CYKA,YKA,Kamloops Airport,BC,Canada,CA,50.7022018433,-120.4440002441
305,ACC1833,2010-08-25,2010,FZBS,xxx,Semendwa Airport,,Democratic Republic of the Congo,CD,-3.1830000877,18.0830001831
306,ACC184,1971-12-12,1971,OPKC,KHI,Karachi International Airport,,Pakistan,PK,24.9064998627,67.1607971191
307,ACC1840,2010-12-08,2010,GMTT,TNG,Tangier Airport,,Morocco,MA,35.7268981934,-5.9168901444
308,ACC1850,2011-03-16,2011,KLGB,LGB,Long Beach Municipal Airport,CA,United States of America,US,33.8179297222222,-118.151890555556
309,ACC1852,2011-03-28,2011,ZWKL,KRL,Korla Airport,,China,CN,41.6977996826,86.1288986206
310,ACC1853,2011-03-31,2011,CYMA,YMA,Mayo Airport,YT,Canada,CA,63.6164016724,-135.8679962158
311,ACC1854,2011-04-01,2011,CYXE,YXE,Saskatoon Airport,SK,Canada,CA,52.1707992554,-106.6999969482
312,ACC1855,2011-04-02,2011,KROW,ROW,Roswell International Air Center Airport,NM,United States of America,US,33.2998696666667,-104.529397638889
313,ACC1858,2011-05-18,2011,SAZN,NQN,Neuquén Airport,NE,Argentina,AR,-38.9490013123,-68.1557006836
314,ACC1864,2011-07-04,2011,ZCFG,XPK,Pukatawagan Airport,MB,Canada,CA,55.7491989136,-101.2659988403
315,ACC1868,2011-08-20,2011,CYZF,YZF,Yellowknife Airport,NT,Canada,CA,62.4627990723,-114.4400024414
316,ACC1870,2011-08-28,2011,xxxx,xxx,Baranikovsky Airfield,,Russia,RU,45.34574,38.02615
317,ACC1872,2011-09-02,2011,PAOO,OOK,Toksook Bay Airport,AK,United States of America,US,60.5413333333333,-165.087194444444
318,ACC1873,2011-09-09,2011,WAJW,WMX,Wamena Airport,,Indonesia,ID,-4.1025099754,138.9570007324
319,ACC1875,2011-09-22,2011,xxxx,xxx,Thor Lake,NT,Canada,CA,47.12725,-81.28083
320,ACC1876,2011-09-23,2011,xxxx,OLH,Old Harbor Airport,AK,United States of America,US,57.20367,-153.3045
321,ACC1877,2011-10-04,2011,CYZF,YZF,Yellowknife Airport,NT,Canada,CA,62.4627990723,-114.4400024414
322,ACC1881,2011-10-14,2011,xxxx,xxx,Xakanaka Airstrip,,Botswana,BW,-24.65528,25.91903
323,ACC1882,2011-10-27,2011,CYVR,YVR,Vancouver International Airport,BC,Canada,CA,49.193901062,-123.1839981079
324,ACC1884,2011-11-23,2011,WABI,NBX,Nabire Airport,,Indonesia,ID,-3.3681800365,135.4960021973
325,ACC1899,2012-05-14,2012,VNPK,PKR,Pokhara Airport,,Nepal,NP,28.2008991241,83.9821014404
326,ACC190,1972-01-07,1972,LEVC,VLC,Valencia Airport,,Spain,ES,39.4892997742,-0.4816249907
327,ACC1902,2012-06-03,2012,KCDC,CDC,Cedar City Airport,UT,United States of America,US,37.70097,-113.098850833333
328,ACC1903,2012-06-10,2012,UKKB,xxx,Borodyanka Airfield,,Ukraine,UA,50.64637,29.94203
329,ACC1905,2012-06-29,2012,ZWTN,HTN,Hotan Airport,,China,CN,37.0385017395,79.8648986816
330,ACC1908,2012-07-22,2012,xxxx,xxx,Bolshoe Gryzlovo Airport,,Russia,RU,54.8045,37.62952
331,ACC192,1972-02-01,1972,EDDW,BRE,Bremen Airport,,Germany,DE,53.0475006104,8.7866697311
332,ACC1920,2012-11-18,2012,xxxx,xxx,Snow Lake Airport,MB,Canada,CA,54.87465,-100.01449
333,ACC1925,2012-12-19,2012,xxxx,xxx,Coolidge Municipal Airport,AZ,United States of America,US,33.44825,-112.07581
334,ACC1926,2012-12-22,2012,CYWG,YWG,Winnipeg International Airport,MB,Canada,CA,49.9099998474,-97.2398986816
335,ACC1928,2012-12-25,2012,VYMD,MDL,Mandalay International Airport,,Myanmar,MM,21.7021999359,95.977897644
336,ACC1929,2013-01-29,2013,UACK,KOV,Kokshetau Airport,,Kazakhstan,KZ,53.3291015625,69.5945968628
337,ACC1932,2013-03-04,2013,FZVA,LJA,Lodja Airport,,Democratic Republic of the Congo,CD,-3.4170000553,23.4500007629
338,ACC1933,2013-03-08,2013,PAKN,AKN,King Salmon Airport,AK,United States of America,US,58.6764934722222,-156.648691
339,ACC1940,2013-05-24,2013,xxxx,xxx,Tash Kumyr Airstrip,,Kyrgyzstan,KG,41.18545,72.17616
340,ACC1945,2013-06-10,2013,FTTD,MQQ,Moundou Airport,,Chad,TD,8.6244096756,16.0713996887
341,ACC1951,2013-06-29,2013,FALA,HLA,Lanseria Airport,,South Africa,ZA,-25.9384994507,27.9260997772
342,ACC1953,2013-07-07,2013,PASX,SXQ,Soldotna Airport,AK,United States of America,US,60.4751388888889,-151.039638888889
343,ACC1957,2013-08-05,2013,BIRK,RKV,Reykjavík Domestic Airport,,Iceland,IS,64.1299972534,-21.9405994415
344,ACC1962,2013-08-22,2013,xxxx,xxx,Scott Lake Lodge,SK,Canada,CA,52.36496,-108.83378
345,ACC1964,2013-09-09,2013,SCNK,xxx,Los Pelambres Airport,,Chile,CL,-31.8730564117,-70.6183319092
346,ACC1965,2013-09-25,2013,CYAM,YAM,Sault Ste. Marie Airport,ON,Canada,CA,46.4850006104,-84.5093994141
347,ACC1966,2013-10-06,2013,TJCG,VQS,Vieques Airport,,Puerto Rico,PR,18.1348111111111,-65.4936166666667
348,ACC1968,2013-10-10,2013,WBKK,BKI,Kota Kinabalu Airport,,Malaysia,MY,5.937210083,116.0510025024
349,ACC1971,2013-10-14,2013,MMLT,LTO,Loreto Airport,,Mexico,MX,25.989200592,-111.3479995728
350,ACC1974,2013-11-10,2013,CYXL,YXL,Sioux Lookout Airport,ON,Canada,CA,50.113899231,-91.9052963257
351,ACC1976,2013-11-19,2013,KFLL,FLL,Fort Lauderdale International Airport,FL,United States of America,US,26.0716666666667,-80.1496944444444
352,ACC1978,2013-11-25,2013,xxxx,KUY,Kamusi Airport,,Papua New Guinea,PG,-9.45508,147.20381
353,ACC1980,2013-11-29,2013,PABE,BET,Bethel Airport,AK,United States of America,US,60.7785555555556,-161.837166666667
354,ACC1981,2013-11-29,2013,FQMA,MPM,Maputo International Airport,,Mozambique,MZ,-25.9207992554,32.5726013184
355,ACC1982,2013-12-04,2013,xxxx,xxx,Pikany Indian Airstrip,PA,Brazil,BR,-15.7783,-47.9291
356,ACC1984,2013-12-11,2013,PHLU,LUP,Kalaupapa Airport,HI,United States of America,US,21.2110402777778,-156.973597222222
357,ACC1986,2014-01-05,2014,KTUS,TUS,Tucson International Airport,AZ,United States of America,US,32.1160691666667,-110.941013888889
358,ACC1988,2014-01-18,2014,SYOC,xxx,Olive Creek Airport,,Guyana,GY,6.80858,-58.16124
359,ACC1991,2014-02-16,2014,VNPK,PKR,Pokhara Airport,,Nepal,NP,28.2008991241,83.9821014404
360,ACC1997,2014-04-08,2014,PABE,BET,Bethel Airport,AK,United States of America,US,60.7785555555556,-161.837166666667
361,ACC200,1972-05-04,1972,UIII,IKT,Irkutsk Airport,,Russia,RU,52.2680015564,104.388999939
362,ACC2000,2014-05-27,2014,SADF,xxx,San Fernando Airport,BA,Argentina,AR,-34.4532,-58.5896
363,ACC2005,2014-06-18,2014,KHSV,HSV,Huntsville International Airport,AL,United States of America,US,34.6371969444444,-86.7750541666667
364,ACC2011,2014-07-23,2014,RCKH,KHH,Kaohsiung International Airport,,Taiwan,TW,22.5771007538,120.3499984741
365,ACC2013,2014-08-30,2014,DAAT,TMR,Tamanrasset Airport,,Algeria,DZ,22.8115005493,5.4510798454
366,ACC2017,2014-11-14,2014,HSSJ,JUB,Juba Airport,,South Sudan,SS,4.872010231,31.6011009216
367,ACC202,1972-05-08,1972,SVCB,CBL,Ciudad Bolívar Airport,,Venezuela,VE,8.1221609116,-63.5369567871
368,ACC2024,2014-12-28,2014,SYMD,MHA,Mahdia Airport,,Guyana,GY,5.277490139,-59.1511001587
369,ACC2026,2015-01-20,2015,UAAH,BXH,Balkhash Airport,,Kazakhstan,KZ,46.8932991028,75.0049972534
370,ACC2027,2015-02-11,2015,KTMB,TMB,Miami Executive Airport,FL,United States of America,US,25.6475637222222,-80.4332246111111
371,ACC2034,2015-04-13,2015,CYVR,YVR,Vancouver International Airport,BC,Canada,CA,49.193901062,-123.1839981079
372,ACC2037,2015-05-09,2015,LEZL,SVQ,Sevilla Airport,,Spain,ES,37.4179992676,-5.8931097984
373,ACC204,1972-05-21,1972,FNLU,LAD,Luanda Airport,,Angola,AO,-8.8583698273,13.2312002182
374,ACC2041,2015-05-16,2015,xxxx,xxx,Kattleberg Airport,,Sweden,SE,57.98168,12.15095
375,ACC2043,2015-06-02,2015,MMQT,QRO,Querétaro Intercontinental Airport,,Mexico,MX,20.6173000336,-100.185997009
376,ACC2047,2015-06-25,2015,xxxx,xxx,Rudyerd Bay,AK,United States of America,US,58.29973,-134.40679
377,ACC2053,2015-08-01,2015,xxxx,xxx,Stancuta Airstrip,,Romania,RO,44.89654,27.8295
378,ACC2054,2015-08-20,2015,LZDB,xxx,Dubnica Airport,,Slovakia,SK,48.9968986511,18.192199707
379,ACC2055,2015-08-20,2015,LZDB,xxx,Dubnica Airport,,Slovakia,SK,48.9968986511,18.192199707
380,ACC206,1972-05-27,1972,EDXH,HGL,Helgoland Airfield,,Germany,DE,54.1852798462,7.9158329964
381,ACC2067,2015-10-03,2015,EGSG,xxx,Stapleford Airport,,United Kingdom,GB,51.6525001526,0.1558330059
382,ACC2073,2015-12-07,2015,FALA,HLA,Lanseria Airport,,South Africa,ZA,-25.9384994507,27.9260997772
383,ACC2074,2015-12-11,2015,CYPL,YPL,Pickle Lake Airport,ON,Canada,CA,51.4463996887,-90.2142028809
